timestamp,consumption
2024-06-01T00:00:00.0,2.089765333654888
2024-06-01T01:00:00.0,1.9199395295852186
2024-06-01T02:00:00.0,1.8312147605485127
2024-06-01T03:00:00.0,2.090387948065083
2024-06-01T04:00:00.0,1.9512662763507609
2024-06-01T05:00:00.0,1.8836089347662996
2024-06-01T06:00:00.0,7.96869768924131
2024-06-01T07:00:00.0,9.142596651470525
2024-06-01T08:00:00.0,8.056324658637227
2024-06-01T09:00:00.0,4.297563201665809
2024-06-01T10:00:00.0,4.051111245041858
2024-06-01T11:00:00.0,4.098655613568803
2024-06-01T12:00:00.0,4.150854337998391
2024-06-01T13:00:00.0,4.128591876038621
2024-06-01T14:00:00.0,4.345817623088602
2024-06-01T15:00:00.0,4.050472074913721
2024-06-01T16:00:00.0,3.831827915687019
2024-06-01T17:00:00.0,9.394029756443718
2024-06-01T18:00:00.0,9.099465422424935
2024-06-01T19:00:00.0,10.803943213411145
2024-06-01T20:00:00.0,12.064054337773744
2024-06-01T21:00:00.0,10.765733941084791
2024-06-01T22:00:00.0,9.25139395989377
2024-06-01T23:00:00.0,4.099680686175895
2024-06-02T00:00:00.0,1.9189286063584061
2024-06-02T01:00:00.0,2.176323033796637
2024-06-02T02:00:00.0,1.9725654542053006
2024-06-02T03:00:00.0,2.070069204659437
2024-06-02T04:00:00.0,1.8177442146157021
2024-06-02T05:00:00.0,1.9316998716767178
2024-06-02T06:00:00.0,6.758017106039368
2024-06-02T07:00:00.0,9.198291235984582
2024-06-02T08:00:00.0,8.17894857237549
2024-06-02T09:00:00.0,3.9040210953248415
2024-06-02T10:00:00.0,4.355686408046539
2024-06-02T11:00:00.0,4.26581616589695
2024-06-02T12:00:00.0,3.7307744482186727
2024-06-02T13:00:00.0,4.019563797169953
2024-06-02T14:00:00.0,3.8384364650443237
2024-06-02T15:00:00.0,4.272207371873649
2024-06-02T16:00:00.0,4.260961567660848
2024-06-02T17:00:00.0,8.102657612648521
2024-06-02T18:00:00.0,10.506038936192857
2024-06-02T19:00:00.0,11.004304259622678
2024-06-02T20:00:00.0,11.985024977441531
2024-06-02T21:00:00.0,10.73547758066128
2024-06-02T22:00:00.0,10.103722387327995
2024-06-02T23:00:00.0,3.9334888492842968
2024-06-03T00:00:00.0,1.983907315905503
2024-06-03T01:00:00.0,2.1950305400230685
2024-06-03T02:00:00.0,1.806905263768663
2024-06-03T03:00:00.0,2.103643515872884
2024-06-03T04:00:00.0,1.8677049989570587
2024-06-03T05:00:00.0,2.197214656841722
2024-06-03T06:00:00.0,7.543911743719205
2024-06-03T07:00:00.0,9.665598883206313
2024-06-03T08:00:00.0,7.937138695073713
2024-06-03T09:00:00.0,4.060354929385403
2024-06-03T10:00:00.0,4.1086829722744005
2024-06-03T11:00:00.0,4.006383485586169
2024-06-03T12:00:00.0,3.9665535144386537
2024-06-03T13:00:00.0,4.344210402894849
2024-06-03T14:00:00.0,4.036266880786052
2024-06-03T15:00:00.0,3.9014465691630598
2024-06-03T16:00:00.0,3.61592670330412
2024-06-03T17:00:00.0,9.870275567300174
2024-06-03T18:00:00.0,10.358425808687613
2024-06-03T19:00:00.0,11.39623238493197
2024-06-03T20:00:00.0,11.348675750224215
2024-06-03T21:00:00.0,10.353153536600502
2024-06-03T22:00:00.0,9.408246883584791
2024-06-03T23:00:00.0,4.193817372105291
2024-06-04T00:00:00.0,2.1507956722461357
2024-06-04T01:00:00.0,1.97747988386552
2024-06-04T02:00:00.0,1.9329623559824765
2024-06-04T03:00:00.0,1.8593093097198419
2024-06-04T04:00:00.0,2.007366411878147
2024-06-04T05:00:00.0,1.9509115633357035
2024-06-04T06:00:00.0,7.342319491945844
2024-06-04T07:00:00.0,8.690510140040272
2024-06-04T08:00:00.0,8.845383281296401
2024-06-04T09:00:00.0,4.129896292049981
2024-06-04T10:00:00.0,4.262570888100508
2024-06-04T11:00:00.0,3.9462375518840913
2024-06-04T12:00:00.0,3.8431869707554807
2024-06-04T13:00:00.0,4.30860227234595
2024-06-04T14:00:00.0,3.924134540176295
2024-06-04T15:00:00.0,3.7714480657036376
2024-06-04T16:00:00.0,4.20378079836386
2024-06-04T17:00:00.0,9.288603934013743
2024-06-04T18:00:00.0,9.184239118299743
2024-06-04T19:00:00.0,10.45657694426859
2024-06-04T20:00:00.0,10.214294088606284
2024-06-04T21:00:00.0,11.327764596627597
2024-06-04T22:00:00.0,10.23082065297087
2024-06-04T23:00:00.0,3.720136812139431
2024-06-05T00:00:00.0,2.010603175135339
2024-06-05T01:00:00.0,1.8059752800363706
2024-06-05T02:00:00.0,2.0279568283049083
2024-06-05T03:00:00.0,1.9718593767452777
2024-06-05T04:00:00.0,1.9589715342486316
