timestamp,irradiance,generation
2024-06-01T00:00:00.0,0.0,0.0
2024-06-01T01:00:00.0,0.0,0.0
2024-06-01T02:00:00.0,0.0,0.0
2024-06-01T03:00:00.0,0.0,0.0
2024-06-01T04:00:00.0,0.0,0.0
2024-06-01T05:00:00.0,129.56223269802123,1.7874457626984492
2024-06-01T06:00:00.0,255.73206152322362,3.4266855613651015
2024-06-01T07:00:00.0,400.7103407022836,5.55804869163832
2024-06-01T08:00:00.0,537.0576093483304,7.328774550556908
2024-06-01T09:00:00.0,617.8066521189359,8.512817422317438
2024-06-01T10:00:00.0,739.6088611489405,10.581917068113368
2024-06-01T11:00:00.0,750.6822930532084,10.728807479220738
2024-06-01T12:00:00.0,791.0133538485251,10.925894940044715
2024-06-01T13:00:00.0,773.8035730607548,10.741679798292589
2024-06-01T14:00:00.0,741.8663579478658,10.665959234893437
2024-06-01T15:00:00.0,624.6639981942365,9.228460086132042
2024-06-01T16:00:00.0,559.019390477324,8.49166090770722
2024-06-01T17:00:00.0,410.3798817557903,6.272123845530884
2024-06-01T18:00:00.0,274.1059685666548,4.189353957347098
2024-06-01T19:00:00.0,126.96325389862243,1.8477150407033331
2024-06-01T20:00:00.0,0.0,0.0
2024-06-01T21:00:00.0,0.0,0.0
2024-06-01T22:00:00.0,0.0,0.0
2024-06-01T23:00:00.0,0.0,0.0
2024-06-02T00:00:00.0,0.0,0.0
2024-06-02T01:00:00.0,0.0,0.0
2024-06-02T02:00:00.0,0.0,0.0
2024-06-02T03:00:00.0,0.0,0.0
2024-06-02T04:00:00.0,0.0,0.0
2024-06-02T05:00:00.0,81.14426262979016,0.3397856103250191
2024-06-02T06:00:00.0,167.32955256164718,0.7300923590556382
2024-06-02T07:00:00.0,256.8735467015351,1.1202558835885978
2024-06-02T08:00:00.0,329.0002260604324,1.4066258843586983
2024-06-02T09:00:00.0,430.48745203788707,1.8952299958844077
2024-06-02T10:00:00.0,487.80170291115707,2.2335346116453865
